"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","padj","ontology"
"5486","GO:0006430","lysyl-tRNA aminoacylation",3,0,0.14,"1.00000",1,"BP"
"5487","GO:0006431","methionyl-tRNA aminoacylation",5,0,0.24,"1.00000",1,"BP"
"5488","GO:0006432","phenylalanyl-tRNA aminoacylation",8,0,0.38,"1.00000",1,"BP"
"5489","GO:0006433","prolyl-tRNA aminoacylation",14,0,0.67,"1.00000",1,"BP"
"5490","GO:0006434","seryl-tRNA aminoacylation",1,0,0.05,"1.00000",1,"BP"
"5491","GO:0006435","threonyl-tRNA aminoacylation",9,0,0.43,"1.00000",1,"BP"
"5492","GO:0006436","tryptophanyl-tRNA aminoacylation",2,0,0.1,"1.00000",1,"BP"
"5493","GO:0006437","tyrosyl-tRNA aminoacylation",3,0,0.14,"1.00000",1,"BP"
"5494","GO:0006438","valyl-tRNA aminoacylation",3,0,0.14,"1.00000",1,"BP"
"5495","GO:0006449","regulation of translational termination",34,0,1.62,"1.00000",1,"BP"
"5496","GO:0006450","regulation of translational fidelity",13,0,0.62,"1.00000",1,"BP"
"5497","GO:0006451","translational readthrough",8,0,0.38,"1.00000",1,"BP"
"5498","GO:0006465","signal peptide processing",17,0,0.81,"1.00000",1,"BP"
"5499","GO:0006474","N-terminal protein amino acid acetylation",32,0,1.53,"1.00000",1,"BP"
"5500","GO:0006477","protein sulfation",3,0,0.14,"1.00000",1,"BP"
"5501","GO:0006478","peptidyl-tyrosine sulfation",2,0,0.1,"1.00000",1,"BP"
"5502","GO:0006479","protein methylation",370,0,17.65,"1.00000",1,"BP"
"5503","GO:0006480","N-terminal protein amino acid methylation",2,0,0.1,"1.00000",1,"BP"
"5504","GO:0006481","C-terminal protein methylation",2,0,0.1,"1.00000",1,"BP"
"5505","GO:0006489","dolichyl diphosphate biosynthetic process",2,0,0.1,"1.00000",1,"BP"
"5506","GO:0006491","N-glycan processing",12,0,0.57,"1.00000",1,"BP"
"5507","GO:0006499","N-terminal protein myristoylation",11,0,0.52,"1.00000",1,"BP"
"5508","GO:0006501","C-terminal protein lipidation",9,0,0.43,"1.00000",1,"BP"
"5509","GO:0006505","GPI anchor metabolic process",22,0,1.05,"1.00000",1,"BP"
"5510","GO:0006506","GPI anchor biosynthetic process",22,0,1.05,"1.00000",1,"BP"
"5511","GO:0006513","protein monoubiquitination",123,0,5.87,"1.00000",1,"BP"
"5512","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins",51,0,2.43,"1.00000",1,"BP"
"5513","GO:0006516","glycoprotein catabolic process",16,0,0.76,"1.00000",1,"BP"
"5514","GO:0006517","protein deglycosylation",24,0,1.14,"1.00000",1,"BP"
"5515","GO:0006521","regulation of cellular amino acid metabolic process",16,0,0.76,"1.00000",1,"BP"
"5516","GO:0006522","alanine metabolic process",2,0,0.1,"1.00000",1,"BP"
"5517","GO:0006524","alanine catabolic process",2,0,0.1,"1.00000",1,"BP"
"5518","GO:0006530","asparagine catabolic process",1,0,0.05,"1.00000",1,"BP"
"5519","GO:0006531","aspartate metabolic process",3,0,0.14,"1.00000",1,"BP"
"5520","GO:0006532","aspartate biosynthetic process",1,0,0.05,"1.00000",1,"BP"
"5521","GO:0006533","aspartate catabolic process",2,0,0.1,"1.00000",1,"BP"
"5522","GO:0006535","cysteine biosynthetic process from serine",1,0,0.05,"1.00000",1,"BP"
"5523","GO:0006537","glutamate biosynthetic process",11,0,0.52,"1.00000",1,"BP"
"5524","GO:0006538","glutamate catabolic process",22,0,1.05,"1.00000",1,"BP"
"5525","GO:0006539","glutamate catabolic process via 2-oxoglutarate",10,0,0.48,"1.00000",1,"BP"
"5526","GO:0006542","glutamine biosynthetic process",2,0,0.1,"1.00000",1,"BP"
"5527","GO:0006543","glutamine catabolic process",6,0,0.29,"1.00000",1,"BP"
"5528","GO:0006547","histidine metabolic process",3,0,0.14,"1.00000",1,"BP"
"5529","GO:0006548","histidine catabolic process",2,0,0.1,"1.00000",1,"BP"
"5530","GO:0006549","isoleucine metabolic process",13,0,0.62,"1.00000",1,"BP"
"5531","GO:0006550","isoleucine catabolic process",7,0,0.33,"1.00000",1,"BP"
"5532","GO:0006551","leucine metabolic process",20,0,0.95,"1.00000",1,"BP"
"5533","GO:0006552","leucine catabolic process",20,0,0.95,"1.00000",1,"BP"
"5534","GO:0006558","L-phenylalanine metabolic process",4,0,0.19,"1.00000",1,"BP"
"5535","GO:0006559","L-phenylalanine catabolic process",3,0,0.14,"1.00000",1,"BP"
"5536","GO:0006564","L-serine biosynthetic process",1,0,0.05,"1.00000",1,"BP"
"5537","GO:0006568","tryptophan metabolic process",5,0,0.24,"1.00000",1,"BP"
"5538","GO:0006569","tryptophan catabolic process",3,0,0.14,"1.00000",1,"BP"
"5539","GO:0006570","tyrosine metabolic process",3,0,0.14,"1.00000",1,"BP"
"5540","GO:0006572","tyrosine catabolic process",2,0,0.1,"1.00000",1,"BP"
"5541","GO:0006573","valine metabolic process",12,0,0.57,"1.00000",1,"BP"
"5542","GO:0006574","valine catabolic process",10,0,0.48,"1.00000",1,"BP"
"5543","GO:0006576","biogenic amine metabolic process",74,0,3.53,"1.00000",1,"BP"
"5544","GO:0006578","amino-acid betaine biosynthetic process",10,0,0.48,"1.00000",1,"BP"
"5545","GO:0006580","ethanolamine metabolic process",1,0,0.05,"1.00000",1,"BP"
"5546","GO:0006581","acetylcholine catabolic process",4,0,0.19,"1.00000",1,"BP"
"5547","GO:0006582","melanin metabolic process",20,0,0.95,"1.00000",1,"BP"
"5548","GO:0006584","catecholamine metabolic process",29,0,1.38,"1.00000",1,"BP"
"5549","GO:0006586","indolalkylamine metabolic process",5,0,0.24,"1.00000",1,"BP"
"5550","GO:0006592","ornithine biosynthetic process",2,0,0.1,"1.00000",1,"BP"
"5551","GO:0006593","ornithine catabolic process",1,0,0.05,"1.00000",1,"BP"
"5552","GO:0006595","polyamine metabolic process",26,0,1.24,"1.00000",1,"BP"
"5553","GO:0006596","polyamine biosynthetic process",21,0,1,"1.00000",1,"BP"
"5554","GO:0006597","spermine biosynthetic process",3,0,0.14,"1.00000",1,"BP"
"5555","GO:0006598","polyamine catabolic process",8,0,0.38,"1.00000",1,"BP"
"5556","GO:0006599","phosphagen metabolic process",6,0,0.29,"1.00000",1,"BP"
"5557","GO:0006603","phosphocreatine metabolic process",6,0,0.29,"1.00000",1,"BP"
"5558","GO:0006610","ribosomal protein import into nucleus",8,0,0.38,"1.00000",1,"BP"
"5559","GO:0006611","protein export from nucleus",79,0,3.77,"1.00000",1,"BP"
"5560","GO:0006613","cotranslational protein targeting to membrane",21,0,1,"1.00000",1,"BP"
"5561","GO:0006614","SRP-dependent cotranslational protein targeting to membrane",19,0,0.91,"1.00000",1,"BP"
"5562","GO:0006616","SRP-dependent cotranslational protein targeting to membrane, translocation",8,0,0.38,"1.00000",1,"BP"
"5563","GO:0006617","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",3,0,0.14,"1.00000",1,"BP"
"5564","GO:0006621","protein retention in ER lumen",9,0,0.43,"1.00000",1,"BP"
"5565","GO:0006622","protein targeting to lysosome",59,0,2.81,"1.00000",1,"BP"
"5566","GO:0006623","protein targeting to vacuole",86,0,4.1,"1.00000",1,"BP"
"5567","GO:0006624","vacuolar protein processing",3,0,0.14,"1.00000",1,"BP"
"5568","GO:0006625","protein targeting to peroxisome",20,0,0.95,"1.00000",1,"BP"
"5569","GO:0006627","protein processing involved in protein targeting to mitochondrion",10,0,0.48,"1.00000",1,"BP"
"5570","GO:0006640","monoacylglycerol biosynthetic process",19,0,0.91,"1.00000",1,"BP"
"5571","GO:0006642","triglyceride mobilization",10,0,0.48,"1.00000",1,"BP"
"5572","GO:0006646","phosphatidylethanolamine biosynthetic process",27,0,1.29,"1.00000",1,"BP"
"5573","GO:0006649","phospholipid transfer to membrane",1,0,0.05,"1.00000",1,"BP"
"5574","GO:0006651","diacylglycerol biosynthetic process",19,0,0.91,"1.00000",1,"BP"
"5575","GO:0006654","phosphatidic acid biosynthetic process",37,0,1.76,"1.00000",1,"BP"
"5576","GO:0006655","phosphatidylglycerol biosynthetic process",11,0,0.52,"1.00000",1,"BP"
"5577","GO:0006657","CDP-choline pathway",4,0,0.19,"1.00000",1,"BP"
"5578","GO:0006659","phosphatidylserine biosynthetic process",5,0,0.24,"1.00000",1,"BP"
"5579","GO:0006660","phosphatidylserine catabolic process",4,0,0.19,"1.00000",1,"BP"
"5580","GO:0006662","glycerol ether metabolic process",27,0,1.29,"1.00000",1,"BP"
"5581","GO:0006664","glycolipid metabolic process",69,0,3.29,"1.00000",1,"BP"
"5582","GO:0006666","3-keto-sphinganine metabolic process",1,0,0.05,"1.00000",1,"BP"
"5583","GO:0006667","sphinganine metabolic process",1,0,0.05,"1.00000",1,"BP"
"5584","GO:0006668","sphinganine-1-phosphate metabolic process",2,0,0.1,"1.00000",1,"BP"
"5585","GO:0006670","sphingosine metabolic process",25,0,1.19,"1.00000",1,"BP"
"5586","GO:0006671","phytosphingosine metabolic process",1,0,0.05,"1.00000",1,"BP"
"5587","GO:0006672","ceramide metabolic process",114,0,5.44,"1.00000",1,"BP"
"5588","GO:0006677","glycosylceramide metabolic process",10,0,0.48,"1.00000",1,"BP"
"5589","GO:0006678","glucosylceramide metabolic process",4,0,0.19,"1.00000",1,"BP"
"5590","GO:0006680","glucosylceramide catabolic process",4,0,0.19,"1.00000",1,"BP"
"5591","GO:0006681","galactosylceramide metabolic process",4,0,0.19,"1.00000",1,"BP"
"5592","GO:0006682","galactosylceramide biosynthetic process",2,0,0.1,"1.00000",1,"BP"
"5593","GO:0006683","galactosylceramide catabolic process",2,0,0.1,"1.00000",1,"BP"
"5594","GO:0006684","sphingomyelin metabolic process",24,0,1.14,"1.00000",1,"BP"
"5595","GO:0006685","sphingomyelin catabolic process",8,0,0.38,"1.00000",1,"BP"
"5596","GO:0006686","sphingomyelin biosynthetic process",15,0,0.72,"1.00000",1,"BP"
"5597","GO:0006687","glycosphingolipid metabolic process",38,0,1.81,"1.00000",1,"BP"
"5598","GO:0006688","glycosphingolipid biosynthetic process",18,0,0.86,"1.00000",1,"BP"
"5599","GO:0006689","ganglioside catabolic process",9,0,0.43,"1.00000",1,"BP"
"5600","GO:0006700","C21-steroid hormone biosynthetic process",6,0,0.29,"1.00000",1,"BP"
"5601","GO:0006701","progesterone biosynthetic process",1,0,0.05,"1.00000",1,"BP"
"5602","GO:0006702","androgen biosynthetic process",4,0,0.19,"1.00000",1,"BP"
"5603","GO:0006705","mineralocorticoid biosynthetic process",4,0,0.19,"1.00000",1,"BP"
"5604","GO:0006706","steroid catabolic process",13,0,0.62,"1.00000",1,"BP"
"5605","GO:0006707","cholesterol catabolic process",10,0,0.48,"1.00000",1,"BP"
"5606","GO:0006710","androgen catabolic process",1,0,0.05,"1.00000",1,"BP"
"5607","GO:0006714","sesquiterpenoid metabolic process",1,0,0.05,"1.00000",1,"BP"
"5608","GO:0006729","tetrahydrobiopterin biosynthetic process",6,0,0.29,"1.00000",1,"BP"
"5609","GO:0006741","NADP biosynthetic process",9,0,0.43,"1.00000",1,"BP"
"5610","GO:0006742","NADP catabolic process",5,0,0.24,"1.00000",1,"BP"
"5611","GO:0006743","ubiquinone metabolic process",27,0,1.29,"1.00000",1,"BP"
"5612","GO:0006744","ubiquinone biosynthetic process",26,0,1.24,"1.00000",1,"BP"
"5613","GO:0006747","FAD biosynthetic process",1,0,0.05,"1.00000",1,"BP"
"5614","GO:0006750","glutathione biosynthetic process",10,0,0.48,"1.00000",1,"BP"
"5615","GO:0006751","glutathione catabolic process",11,0,0.52,"1.00000",1,"BP"
"5616","GO:0006771","riboflavin metabolic process",1,0,0.05,"1.00000",1,"BP"
"5617","GO:0006772","thiamine metabolic process",2,0,0.1,"1.00000",1,"BP"
"5618","GO:0006776","vitamin A metabolic process",4,0,0.19,"1.00000",1,"BP"
"5619","GO:0006777","Mo-molybdopterin cofactor biosynthetic process",12,0,0.57,"1.00000",1,"BP"
"5620","GO:0006780","uroporphyrinogen III biosynthetic process",3,0,0.14,"1.00000",1,"BP"
"5621","GO:0006784","heme A biosynthetic process",3,0,0.14,"1.00000",1,"BP"
"5622","GO:0006787","porphyrin-containing compound catabolic process",9,0,0.43,"1.00000",1,"BP"
"5623","GO:0006788","heme oxidation",3,0,0.14,"1.00000",1,"BP"
"5624","GO:0006797","polyphosphate metabolic process",1,0,0.05,"1.00000",1,"BP"
"5625","GO:0006798","polyphosphate catabolic process",1,0,0.05,"1.00000",1,"BP"
"5626","GO:0006801","superoxide metabolic process",40,0,1.91,"1.00000",1,"BP"
"5627","GO:0006808","regulation of nitrogen utilization",2,0,0.1,"1.00000",1,"BP"
"5628","GO:0006824","cobalt ion transport",1,0,0.05,"1.00000",1,"BP"
"5629","GO:0006828","manganese ion transport",9,0,0.43,"1.00000",1,"BP"
"5630","GO:0006829","zinc ion transport",24,0,1.14,"1.00000",1,"BP"
"5631","GO:0006837","serotonin transport",8,0,0.38,"1.00000",1,"BP"
"5632","GO:0006842","tricarboxylic acid transport",7,0,0.33,"1.00000",1,"BP"
"5633","GO:0006843","mitochondrial citrate transmembrane transport",1,0,0.05,"1.00000",1,"BP"
"5634","GO:0006848","pyruvate transport",8,0,0.38,"1.00000",1,"BP"
"5635","GO:0006850","mitochondrial pyruvate transmembrane transport",6,0,0.29,"1.00000",1,"BP"
"5636","GO:0006851","mitochondrial calcium ion transmembrane transport",42,0,2,"1.00000",1,"BP"
"5637","GO:0006855","xenobiotic transmembrane transport",3,0,0.14,"1.00000",1,"BP"
"5638","GO:0006857","oligopeptide transport",4,0,0.19,"1.00000",1,"BP"
"5639","GO:0006862","nucleotide transport",55,0,2.62,"1.00000",1,"BP"
"5640","GO:0006863","purine nucleobase transport",9,0,0.43,"1.00000",1,"BP"
"5641","GO:0006864","pyrimidine nucleotide transport",5,0,0.24,"1.00000",1,"BP"
"5642","GO:0006867","asparagine transport",6,0,0.29,"1.00000",1,"BP"
"5643","GO:0006868","glutamine transport",16,0,0.76,"1.00000",1,"BP"
"5644","GO:0006878","intracellular copper ion homeostasis",16,0,0.76,"1.00000",1,"BP"
"5645","GO:0006880","intracellular sequestering of iron ion",1,0,0.05,"1.00000",1,"BP"
"5646","GO:0006882","intracellular zinc ion homeostasis",21,0,1,"1.00000",1,"BP"
"5647","GO:0006883","intracellular sodium ion homeostasis",8,0,0.38,"1.00000",1,"BP"
"5648","GO:0006891","intra-Golgi vesicle-mediated transport",52,0,2.48,"1.00000",1,"BP"
"5649","GO:0006895","Golgi to endosome transport",33,0,1.57,"1.00000",1,"BP"
"5650","GO:0006900","vesicle budding from membrane",212,0,10.11,"1.00000",1,"BP"
"5651","GO:0006901","vesicle coating",77,0,3.67,"1.00000",1,"BP"
"5652","GO:0006903","vesicle targeting",98,0,4.67,"1.00000",1,"BP"
"5653","GO:0006904","vesicle docking involved in exocytosis",37,0,1.76,"1.00000",1,"BP"
"5654","GO:0006906","vesicle fusion",161,0,7.68,"1.00000",1,"BP"
"5655","GO:0006911","phagocytosis, engulfment",211,0,10.06,"1.00000",1,"BP"
"5656","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process",98,0,4.67,"1.00000",1,"BP"
"5657","GO:0006924","activation-induced cell death of T cells",18,0,0.86,"1.00000",1,"BP"
"5658","GO:0006925","inflammatory cell apoptotic process",28,0,1.34,"1.00000",1,"BP"
"5659","GO:0006930","substrate-dependent cell migration, cell extension",12,0,0.57,"1.00000",1,"BP"
"5660","GO:0006931","substrate-dependent cell migration, cell attachment to substrate",1,0,0.05,"1.00000",1,"BP"
"5661","GO:0006933","negative regulation of cell adhesion involved in substrate-bound cell migration",6,0,0.29,"1.00000",1,"BP"
"5662","GO:0006940","regulation of smooth muscle contraction",44,0,2.1,"1.00000",1,"BP"
"5663","GO:0006949","syncytium formation",110,0,5.25,"1.00000",1,"BP"
"5664","GO:0006956","complement activation",203,0,9.68,"1.00000",1,"BP"
"5665","GO:0006957","complement activation, alternative pathway",14,0,0.67,"1.00000",1,"BP"
"5666","GO:0006958","complement activation, classical pathway",183,0,8.73,"1.00000",1,"BP"
"5667","GO:0006972","hyperosmotic response",36,0,1.72,"1.00000",1,"BP"
"5668","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",16,0,0.76,"1.00000",1,"BP"
"5669","GO:0006982","response to lipid hydroperoxide",2,0,0.1,"1.00000",1,"BP"
"5670","GO:0006983","ER overload response",13,0,0.62,"1.00000",1,"BP"
"5671","GO:0006984","ER-nucleus signaling pathway",61,0,2.91,"1.00000",1,"BP"
"5672","GO:0006990","positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response",6,0,0.29,"1.00000",1,"BP"
"5673","GO:0006991","response to sterol depletion",21,0,1,"1.00000",1,"BP"
"5674","GO:0006995","cellular response to nitrogen starvation",18,0,0.86,"1.00000",1,"BP"
"5675","GO:0006999","nuclear pore organization",24,0,1.14,"1.00000",1,"BP"
"5676","GO:0007000","nucleolus organization",18,0,0.86,"1.00000",1,"BP"
"5677","GO:0007004","telomere maintenance via telomerase",219,0,10.45,"1.00000",1,"BP"
"5678","GO:0007008","outer mitochondrial membrane organization",9,0,0.43,"1.00000",1,"BP"
"5679","GO:0007014","actin ubiquitination",1,0,0.05,"1.00000",1,"BP"
"5680","GO:0007020","microtubule nucleation",91,0,4.34,"1.00000",1,"BP"
"5681","GO:0007021","tubulin complex assembly",16,0,0.76,"1.00000",1,"BP"
"5682","GO:0007023","post-chaperonin tubulin folding pathway",14,0,0.67,"1.00000",1,"BP"
"5683","GO:0007028","cytoplasm organization",21,0,1,"1.00000",1,"BP"
"5684","GO:0007039","protein catabolic process in the vacuole",24,0,1.14,"1.00000",1,"BP"
"5685","GO:0007040","lysosome organization",94,0,4.48,"1.00000",1,"BP"
"5686","GO:0007042","lysosomal lumen acidification",20,0,0.95,"1.00000",1,"BP"
"5687","GO:0007062","sister chromatid cohesion",55,0,2.62,"1.00000",1,"BP"
"5688","GO:0007063","regulation of sister chromatid cohesion",19,0,0.91,"1.00000",1,"BP"
"5689","GO:0007064","mitotic sister chromatid cohesion",38,0,1.81,"1.00000",1,"BP"
"5690","GO:0007076","mitotic chromosome condensation",27,0,1.29,"1.00000",1,"BP"
"5691","GO:0007077","mitotic nuclear membrane disassembly",3,0,0.14,"1.00000",1,"BP"
"5692","GO:0007079","mitotic chromosome movement towards spindle pole",2,0,0.1,"1.00000",1,"BP"
"5693","GO:0007080","mitotic metaphase plate congression",39,0,1.86,"1.00000",1,"BP"
"5694","GO:0007091","metaphase/anaphase transition of mitotic cell cycle",110,0,5.25,"1.00000",1,"BP"
"5695","GO:0007094","mitotic spindle assembly checkpoint signaling",42,0,2,"1.00000",1,"BP"
"5696","GO:0007096","regulation of exit from mitosis",20,0,0.95,"1.00000",1,"BP"
"5697","GO:0007100","mitotic centrosome separation",10,0,0.48,"1.00000",1,"BP"
"5698","GO:0007113","endomitotic cell cycle",4,0,0.19,"1.00000",1,"BP"
"5699","GO:0007127","meiosis I",66,0,3.15,"1.00000",1,"BP"
"5700","GO:0007129","homologous chromosome pairing at meiosis",31,0,1.48,"1.00000",1,"BP"
"5701","GO:0007130","synaptonemal complex assembly",10,0,0.48,"1.00000",1,"BP"
"5702","GO:0007131","reciprocal meiotic recombination",26,0,1.24,"1.00000",1,"BP"
"5703","GO:0007135","meiosis II",3,0,0.14,"1.00000",1,"BP"
"5704","GO:0007140","male meiotic nuclear division",28,0,1.34,"1.00000",1,"BP"
"5705","GO:0007141","male meiosis I",21,0,1,"1.00000",1,"BP"
"5706","GO:0007144","female meiosis I",1,0,0.05,"1.00000",1,"BP"
"5707","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",36,0,1.72,"1.00000",1,"BP"
"5708","GO:0007158","neuron cell-cell adhesion",4,0,0.19,"1.00000",1,"BP"
"5709","GO:0007161","calcium-independent cell-matrix adhesion",2,0,0.1,"1.00000",1,"BP"
"5710","GO:0007164","establishment of tissue polarity",86,0,4.1,"1.00000",1,"BP"
"5711","GO:0007171","activation of transmembrane receptor protein tyrosine kinase activity",1,0,0.05,"1.00000",1,"BP"
"5712","GO:0007172","signal complex assembly",16,0,0.76,"1.00000",1,"BP"
"5713","GO:0007174","epidermal growth factor catabolic process",2,0,0.1,"1.00000",1,"BP"
"5714","GO:0007175","negative regulation of epidermal growth factor-activated receptor activity",12,0,0.57,"1.00000",1,"BP"
"5715","GO:0007176","regulation of epidermal growth factor-activated receptor activity",29,0,1.38,"1.00000",1,"BP"
"5716","GO:0007181","transforming growth factor beta receptor complex assembly",1,0,0.05,"1.00000",1,"BP"
"5717","GO:0007182","common-partner SMAD protein phosphorylation",7,0,0.33,"1.00000",1,"BP"
"5718","GO:0007185","transmembrane receptor protein tyrosine phosphatase signaling pathway",5,0,0.24,"1.00000",1,"BP"
